SamplingTime, AccelerationX, AccelerationY, AccelerationZ, GyroX, GyroY, GyroZ, MagneticFieldX, MagneticFieldY, MagneticFieldZ
1649446860.886740, 2.970456, -9.321824, 0.192434, -0.372862, 0.338983, -1.692943, 75.261810, -39.516052, 31.830994
1649446860.919568, -0.284461, -11.743858, 2.520795, -0.565862, 1.568041, -1.371126, 78.491852, -39.849609, 30.118210
1649446860.953207, -5.125088, -18.800618, -0.380080, -0.838821, -0.105408, -2.135063, 81.563904, -39.876480, 28.378265
1649446860.986425, 3.009362, -8.743624, 0.902913, -0.134857, 1.001701, -2.248375, 86.661118, -40.189117, 26.532852
1649446861.020195, 7.032967, -7.304111, 6.694487, -0.435294, 0.309203, -1.190778, 89.638412, -40.069809, 25.557175
1649446861.053542, 10.122385, -9.920973, 1.727117, -0.196282, -1.467217, -0.425234, 91.014847, -40.054565, 24.912903
1649446861.086862, -4.990863, -11.327417, -1.189320, -0.122465, 0.200346, -0.707625, 92.292648, -39.826050, 24.014572
1649446861.120208, 5.319018, -7.947552, 3.296217, -0.005613, -0.444930, -0.587083, 93.453476, -39.753494, 23.872391
1649446861.153587, 1.072602, -8.661324, 3.630807, -0.032401, -0.974366, -0.508533, 93.971298, -39.655838, 23.799011
1649446861.186873, 0.306907, -9.034221, 3.067721, -0.199681, -0.325624, -0.744511, 95.156982, -39.649826, 23.358795
1649446861.220210, 1.458667, -10.076596, 3.047071, -0.301935, -0.533097, -0.833841, 97.193542, -39.069763, 22.551086
1649446861.252967, 0.737713, -9.513510, 2.808399, -0.451823, -0.396892, -1.023542, 98.736572, -38.571182, 21.549500
1649446861.286112, 1.946935, -9.402778, 2.951751, -0.513474, -0.446719, -1.112345, 100.525604, -38.058182, 20.641068
1649446861.320034, 2.644396, -8.857948, 0.390105, -0.523088, -0.249336, -1.163381, 103.001740, -37.067749, 18.828903
1649446861.353599, 3.085378, -9.506178, 1.844134, -0.534410, -0.137276, -1.157426, 104.932739, -36.358856, 18.266068
1649446861.386417, 2.446724, -10.070012, 2.896385, -0.598067, -0.243941, -1.252855, 106.873245, -35.600677, 16.712875
1649446861.420216, 1.340603, -11.408521, 2.835034, -0.704885, -0.323195, -1.556081, 110.185669, -34.020798, 14.904099
1649446861.453543, 2.614319, -13.988273, 2.297835, -0.767457, -0.908964, -1.818995, 112.510239, -32.413422, 12.694931
1649446861.486881, -0.011223, -16.646735, 2.943521, -0.678734, -1.251980, -1.995788, 115.351166, -30.805740, 10.211014
1649446861.520212, 3.773112, -11.433360, 3.888782, -0.530402, -1.907478, -1.738364, 117.861267, -29.263870, 7.233551
1649446861.553555, 6.971766, -8.894758, 2.348562, -0.431152, -2.113087, -1.470860, 119.699600, -27.926834, 3.088623
1649446861.586952, 2.229301, -6.615628, 4.321833, 0.193501, -2.937773, -0.204283, 119.495239, -27.881775, 0.386169
1649446861.620214, -0.042946, -5.075408, 0.810437, 0.504472, -2.085915, 0.413667, 118.678970, -29.539597, -1.936401
1649446861.653533, -2.055422, -4.237737, 0.973991, 0.930921, -0.820805, 1.025088, 118.456787, -33.326538, -2.728317
1649446861.686896, -1.342848, -4.869956, 0.090830, 1.415919, 1.058204, 1.647247, 119.576355, -37.615509, -1.019409
1649446861.720200, 1.223886, -6.725612, 0.710479, 1.576130, 1.462506, 2.160081, 120.856628, -43.466339, 1.515778
